play_id,game_id,home_team,away_team,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,quarter_end,drive,sp,qtr,down,goal_to_go,time,yrdln,ydstogo,ydsnet,desc,play_type,yards_gained,shotgun,no_huddle,qb_dropback,qb_kneel,qb_spike,qb_scramble,pass_length,pass_location,air_yards,yards_after_catch,run_location,run_gap,field_goal_result,kick_distance,extra_point_result,two_point_conv_result,home_timeouts_remaining,away_timeouts_remaining,timeout,timeout_team,td_team,posteam_timeouts_remaining,defteam_timeouts_remaining,total_home_score,total_away_score,posteam_score,defteam_score,score_differential,posteam_score_post,defteam_score_post,score_differential_post,no_score_prob,opp_fg_prob,opp_safety_prob,opp_td_prob,fg_prob,safety_prob,td_prob,extra_point_prob,two_point_conversion_prob,ep,epa,total_home_epa,total_away_epa,total_home_rush_epa,total_away_rush_epa,total_home_pass_epa,total_away_pass_epa,air_epa,yac_epa,comp_air_epa,comp_yac_epa,total_home_comp_air_epa,total_away_comp_air_epa,total_home_comp_yac_epa,total_away_comp_yac_epa,total_home_raw_air_epa,total_away_raw_air_epa,total_home_raw_yac_epa,total_away_raw_yac_epa,wp,def_wp,home_wp,away_wp,wpa,home_wp_post,away_wp_post,total_home_rush_wpa,total_away_rush_wpa,total_home_pass_wpa,total_away_pass_wpa,air_wpa,yac_wpa,comp_air_wpa,comp_yac_wpa,total_home_comp_air_wpa,total_away_comp_air_wpa,total_home_comp_yac_wpa,total_away_comp_yac_wpa,total_home_raw_air_wpa,total_away_raw_air_wpa,total_home_raw_yac_wpa,total_away_raw_yac_wpa,punt_blocked,first_down_rush,first_down_pass,first_down_penalty,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,incomplete_pass,touchback,interception,punt_inside_twenty,punt_in_endzone,punt_out_of_bounds,punt_downed,punt_fair_catch,kickoff_inside_twenty,kickoff_in_endzone,kickoff_out_of_bounds,kickoff_downed,kickoff_fair_catch,fumble_forced,fumble_not_forced,fumble_out_of_bounds,solo_tackle,safety,penalty,tackled_for_loss,fumble_lost,own_kickoff_recovery,own_kickoff_recovery_td,qb_hit,rush_attempt,pass_attempt,sack,touchdown,pass_touchdown,rush_touchdown,return_touchdown,extra_point_attempt,two_point_attempt,field_goal_attempt,kickoff_attempt,punt_attempt,fumble,complete_pass,assist_tackle,lateral_reception,lateral_rush,lateral_return,lateral_recovery,passer_player_id,passer_player_name,receiver_player_id,receiver_player_name,rusher_player_id,rusher_player_name,lateral_receiver_player_id,lateral_receiver_player_name,lateral_rusher_player_id,lateral_rusher_player_name,lateral_sack_player_id,lateral_sack_player_name,interception_player_id,interception_player_name,lateral_interception_player_id,lateral_interception_player_name,punt_returner_player_id,punt_returner_player_name,lateral_punt_returner_player_id,lateral_punt_returner_player_name,kickoff_returner_player_name,kickoff_returner_player_id,lateral_kickoff_returner_player_id,lateral_kickoff_returner_player_name,punter_player_id,punter_player_name,kicker_player_name,kicker_player_id,own_kickoff_recovery_player_id,own_kickoff_recovery_player_name,blocked_player_id,blocked_player_name,tackle_for_loss_1_player_id,tackle_for_loss_1_player_name,tackle_for_loss_2_player_id,tackle_for_loss_2_player_name,qb_hit_1_player_id,qb_hit_1_player_name,qb_hit_2_player_id,qb_hit_2_player_name,forced_fumble_player_1_team,forced_fumble_player_1_player_id,forced_fumble_player_1_player_name,forced_fumble_player_2_team,forced_fumble_player_2_player_id,forced_fumble_player_2_player_name,solo_tackle_1_team,solo_tackle_2_team,solo_tackle_1_player_id,solo_tackle_2_player_id,solo_tackle_1_player_name,solo_tackle_2_player_name,assist_tackle_1_player_id,assist_tackle_1_player_name,assist_tackle_1_team,assist_tackle_2_player_id,assist_tackle_2_player_name,assist_tackle_2_team,assist_tackle_3_player_id,assist_tackle_3_player_name,assist_tackle_3_team,assist_tackle_4_player_id,assist_tackle_4_player_name,assist_tackle_4_team,pass_defense_1_player_id,pass_defense_1_player_name,pass_defense_2_player_id,pass_defense_2_player_name,fumbled_1_team,fumbled_1_player_id,fumbled_1_player_name,fumbled_2_player_id,fumbled_2_player_name,fumbled_2_team,fumble_recovery_1_team,fumble_recovery_1_yards,fumble_recovery_1_player_id,fumble_recovery_1_player_name,fumble_recovery_2_team,fumble_recovery_2_yards,fumble_recovery_2_player_id,fumble_recovery_2_player_name,return_team,return_yards,penalty_team,penalty_player_id,penalty_player_name,penalty_yards,replay_or_challenge,replay_or_challenge_result,penalty_type,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv,season,cp,cpoe,season_type,week,game_key,game_time_eastern,game_time_local,iso_time,game_type,site_id,site_city,site_fullname,site_state,roof_type,drive_start_time,drive_end_time,drive_start_yardline,drive_end_yardline,drive_how_started,drive_how_ended,drive_play_count,drive_yards_penalized,drive_time_of_possession,drive_inside20,drive_first_downs,drive_possession_team_abbr,scoring_team_abbr,scoring_type,alert_play_type,play_type_nfl,time_of_day,yards,end_yardline_side,end_yardline_number,series,series_success,success,passer,rusher,receiver,pass,rush,name,first_down,play,passer_id,rusher_id,receiver_id,qb_epa
34,2000100101,CLE,BAL,CLE,home,BAL,BAL,30,2000-10-01,900,1800,3600,Half1,0,1,0,1,,0,15:00:00,BAL 30,0,8,M.Stover kicks 68 yards from BLT 30 to CLV 2. L.Jackson to CLV 32 for 30 yards (J.Trapp).,kickoff,0,0,0,0,0,0,0,,,,,,,,68,,,3,3,0,,,3,3,0,0,,,,0,0,0,0.0015063265,0.17974879,0.0066391085,0.2811377,0.21370015,0.0035923128,0.3136756,0,0,0.32352585,1.1566575,1.1566575,-1.1566575,0,0,0,0,,,,,,,,,,,,,,,,,,,,-0.43914527,0.43914527,-3.2117853,3.2117853,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,L.Jackson,00-0008156,,,,,M.Stover,00-0015784,,,,,,,,,,,,,,,,,,,BAL,,00-0016591,,J.Trapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLE,30,,,,,0,,,0,0,0,0,2000,,,REG,5,1050,13:00:00,13:00:00,970419600000,REG,1048,Cleveland,Cleveland Browns Stadium,OH,OUTDOOR,15:00:00,13:08:00,CLE 32,CLE 40,Kickoff,Punt,3,0,01:52:00,0,0,CLE,,,,FREE_KICK,,38,CLE,32,,,1,,,,0,0,,0,0,,,,1.1566575
34,2000100102,GB,CHI,GB,home,CHI,CHI,30,2000-10-01,900,1800,3600,Half1,0,1,0,1,,0,15:00:00,CHI 30,0,0,P.Edinger kicks 71 yards from CHI 30 to GB -1. A.Rossum to GB 25 for 26 yards (W.Holdman; M.Green). GB #21 (Berry) injured on play.,kickoff,0,0,0,0,0,0,0,,,,,,,,,,,3,3,0,,,3,3,0,0,,,,0,0,0,0.0015063265,0.17974879,0.0066391085,0.2811377,0.21370015,0.0035923128,0.3136756,0,0,0.32352585,0.49414176,0.49414176,-0.49414176,0,0,0,0,,,,,,,,,,,,,,,,,,,,-0.7268836,0.7268836,-3.401974,3.401974,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,A.Rossum,00-0014071,,,,,P.Edinger,00-0019490,,,,,,,,,,,,,,,,,,,,,,,,,00-0007586,W.Holdman,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,GB,26,,,,,0,,,0,0,0,0,2000,,,REG,5,1051,16:15:00,15:15:00,970431300000,REG,2606,Green Bay,Lambeau Field,WI,OUTDOOR,15:00:00,14:40:00,GB 25,GB 25,Kickoff,Interception,1,0,00:20:00,0,0,GB,,,,FREE_KICK,,45,GB,25,,,1,,,,0,0,,0,0,,,,0.49414176
34,2000100103,CAR,DAL,DAL,away,CAR,CAR,30,2000-10-01,900,1800,3600,Half1,0,1,0,1,,0,15:00:00,CAR 30,0,12,R.Cunningham kicks 63 yards from CAR 30 to DAL 7. J.Tucker to DAL 18 for 11 yards (C.Hetherington).,kickoff,0,0,0,0,0,0,0,,,,,,,,63,,,3,3,0,,,3,3,0,0,,,,0,0,0,0.0015063265,0.17974879,0.0066391085,0.2811377,0.21370015,0.0035923128,0.3136756,0,0,0.32352585,-0.1988194,0.1988194,-0.1988194,0,0,0,0,,,,,,,,,,,,,,,,,,,,-0.8934346,0.8934346,-3.8547065,3.8547065,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,J.Tucker,00-0016654,,,,,R.Cunningham,00-0003762,,,,,,,,,,,,,,,,,,,CAR,,00-0007357,,C.Hetherington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAL,11,,,,,0,,,0,0,0,0,2000,,,REG,5,1052,13:00:00,13:00:00,970419600000,REG,1769,Charlotte,Ericsson Stadium,NC,OUTDOOR,15:00:00,12:49:00,DAL 18,DAL 30,Kickoff,Punt,4,0,02:11:00,0,1,DAL,,,,FREE_KICK,,52,DAL,18,,,0,,,,0,0,,0,0,,,,-0.1988194
34,2000100104,BUF,IND,IND,away,BUF,BUF,30,2000-10-01,900,1800,3600,Half1,0,1,0,1,,0,15:00:00,BUF 30,0,0,S.Christie kicks 56 yards from BUF 30 to IND 14. J.Pathon to IND 19 for 5 yards (S.Morris).,kickoff,0,0,0,0,0,0,0,,,,,,,,56,,,3,3,0,,,3,3,0,0,,,,0,0,0,0.0015063265,0.17974879,0.0066391085,0.2811377,0.21370015,0.0035923128,0.3136756,0,0,0.32352585,-0.0968736,0.0968736,-0.0968736,0,0,0,0,,,,,,,,,,,,,,,,,,,,-0.87764746,0.87764746,-4.4332323,4.4332323,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,J.Pathon,00-0012637,,,,,S.Christie,00-0002975,,,,,,,,,,,,,,,,,,,BUF,,00-0019484,,S.Morris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,5,,,,,0,,,0,0,0,0,2000,,,REG,5,1053,13:00:00,13:00:00,970419600000,REG,3770,Orchard Park,Ralph Wilson Stadium,NY,OUTDOOR,15:00:00,13:37:00,IND 19,IND 19,Kickoff,Punt,3,0,01:23:00,0,0,IND,,,,FREE_KICK,13:02:14,51,IND,19,,,0,,,,0,0,,0,0,,,,-0.0968736
34,2000100105,CIN,MIA,CIN,home,MIA,MIA,30,2000-10-01,900,1800,3600,Half1,0,1,0,1,,0,15:00:00,MIA 30,0,80,O.Mare kicks 70 yards from MIA 30 to end zone, Touchback.,kickoff,0,0,0,0,0,0,0,,,,,,,,,,,3,3,0,,,3,3,0,0,,,,0,0,0,0.0015063265,0.17974879,0.0066391085,0.2811377,0.21370015,0.0035923128,0.3136756,0,0,0.32352585,0.0015241884,0.0015241884,-0.0015241884,0,0,0,0,,,,,,,,,,,,,,,,,,,,-1.0133111,1.0133111,-3.9575312,3.9575312,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,O.Mare,00-0010373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIN,0,,,,,0,,,0,0,0,0,2000,,,REG,5,1054,16:05:00,16:05:00,970430700000,REG,3530,Cincinnati,Paul Brown Stadium,OH,OUTDOOR,15:00:00,08:05:00,CIN 20,MIA 9,Kickoff,Touchdown,13,0,06:55:00,1,5,CIN,,,,FREE_KICK,16:05:33,50,CIN,20,,,1,,,,0,0,,0,0,,,,0.0015241884
34,2000100108,TEN,NYG,TEN,home,NYG,NYG,30,2000-10-01,900,1800,3600,Half1,0,1,0,1,,0,15:00:00,NYG 30,0,80,J.Holmes kicks 70 yards from NYG 30 to end zone, Touchback.,kickoff,0,0,0,0,0,0,0,,,,,,,,,,,3,3,0,,,3,3,0,0,,,,0,0,0,0.0015063265,0.17974879,0.0066391085,0.2811377,0.21370015,0.0035923128,0.3136756,0,0,0.32352585,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,-1.0034072,1.0034072,-4.7745013,4.7745013,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,J.Holmes,00-0007655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN,0,,,,,0,,,0,0,0,0,2000,,,REG,5,1058,13:00:00,12:00:00,970419600000,REG,2350,Nashville,Adelphia Coliseum,TN,OUTDOOR,15:00:00,08:35:00,TEN 20,NYG 14,Kickoff,Touchdown,9,5,06:25:00,1,5,TEN,,,,FREE_KICK,12:03:00,50,TEN,20,,,0,,,,0,0,,0,0,,,,0
34,2000100110,LA,LAC,LA,home,LAC,SD,30,2000-10-01,900,1800,3600,Half1,0,1,0,1,,0,15:00:00,SD 30,0,42,J. Carney kicks 62 yards from SD 30 to SL 8. T.Horne to SL 25 for 17 yards (F. McCrary).,kickoff,0,0,0,0,0,0,0,,,,,,,,62,,,3,3,0,,,3,3,0,0,,,,0,0,0,0.0015063265,0.17974879,0.0066391085,0.2811377,0.21370015,0.0035923128,0.3136756,0,0,0.32352585,0.49414176,0.49414176,-0.49414176,0,0,0,0,,,,,,,,,,,,,,,,,,,,-1.0299809,1.0299809,-4.7930064,4.7930064,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,T.Horne,00-0007749,,,,,J.Carney,00-0002655,,,,,,,,,,,,,,,,,,,SD,,00-0010747,,F.McCrary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA,17,,,,,0,,,0,0,0,0,2000,,,REG,5,1060,13:00:00,12:00:00,970419600000,REG,5189,St.Louis,Trans World Dome,MO,INDOOR,15:00:00,12:28:00,STL 25,LAC 33,Kickoff,Field_Goal,6,0,02:32:00,0,2,STL,,,,FREE_KICK,12:02:46,45,STL,25,,,1,,,,0,0,,0,0,,,,0.49414176
34,2000100111,WAS,TB,WAS,home,TB,TB,30,2000-10-01,900,1800,3600,Half1,0,1,0,1,,0,15:00:00,TB 30,0,29,M.Gramatica kicks 70 yards from TB 30 to end zone, Touchback.,kickoff,0,0,0,0,0,0,0,,,,,,,,,,,3,3,0,,,3,3,0,0,,,,0,0,0,0.0015063265,0.17974879,0.0066391085,0.2811377,0.21370015,0.0035923128,0.3136756,0,0,0.32352585,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,-0.85931236,0.85931236,-4.4941573,4.4941573,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,M.Gramatica,00-0006223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS,0,,,,,0,,,0,0,0,0,2000,,,REG,5,1061,16:15:00,16:15:00,970431300000,REG,2389,Landover,FedEx Field,MD,OUTDOOR,15:00:00,10:59:00,WAS 20,WAS 49,Kickoff,Punt,6,9,04:01:00,0,2,WAS,,,,FREE_KICK,,50,WAS,20,,,0,,,,0,0,,0,0,,,,0
34,2000100112,PHI,ATL,PHI,home,ATL,ATL,30,2000-10-01,900,1800,3600,Half1,0,1,0,1,,0,15:00:00,ATL 30,0,31,M.Andersen kicks 69 yards from ATL 30 to PHI 1. B.Mitchell to PHI 47 for 46 yards (G.McBurrows).,kickoff,0,0,0,0,0,0,0,,,,,,,,69,,,3,3,0,,,3,3,0,0,,,,0,0,0,0.0015063265,0.17974879,0.0066391085,0.2811377,0.21370015,0.0035923128,0.3136756,0,0,0.32352585,2.3974948,2.3974948,-2.3974948,0,0,0,0,,,,,,,,,,,,,,,,,,,,-1.6005495,1.6005495,-4.4720325,4.4720325,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,B.Mitchell,00-0011399,,,,,M.Andersen,00-0000282,,,,,,,,,,,,,,,,,,,ATL,,00-0010646,,G.McBurrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHI,46,,,,,0,,,0,0,0,0,2000,,,REG,5,1062,20:20:00,20:20:00,970446000000,REG,5400,Philadelphia,Veterans Stadium,PA,OUTDOOR,15:00:00,10:35:00,PHI 47,ATL 22,Kickoff,Field_Goal,9,0,04:25:00,0,2,PHI,,,,FREE_KICK,,23,PHI,47,,,1,,,,0,0,,0,0,,,,2.3974948
34,2000100200,KC,SEA,SEA,away,KC,SEA,70,2000-10-02,900,1800,3600,Half1,0,1,0,1,,0,15:00:00,SEA 30,0,47,R.Lindell kicks 65 yards from SEA 30 to KC 5. D.Hall to KC 25 for 20 yards (J.Logan).
PENALTY on SEA, Offensive Offside, 5 yards, enforced at SEA 30 - No Play.,no_play,0,0,0,0,0,0,0,,,,,,,,,,,3,3,0,,,3,3,0,0,,,,0,0,0,,,,,,,,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,-1.6329309,1.6329309,-3.7620127,3.7620127,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,SEA,,,5,0,,,0,0,0,0,2000,,,REG,5,1063,21:00:00,20:00:00,970534800000,REG,1552,Kansas City,Arrowhead Stadium,MO,OUTDOOR,15:00:00,10:34:00,KC 33,SEA 20,Kickoff,Missed_FG,11,0,04:26:00,0,3,KC,,,,FREE_KICK,,5,SEA,35,,,0,,,,0,0,,0,1,,,,0
34,2000100800,MIA,BUF,MIA,home,BUF,BUF,30,2000-10-08,900,1800,3600,Half1,0,1,0,1,,0,15:00:00,BUF 30,0,48,S.Christie kicks 52 yards from BUF 30 to MIA 18, out of bounds.,kickoff,0,0,0,0,0,0,0,,,,,,,,30,,,3,3,0,,,3,3,0,0,,,,0,0,0,0.0015063265,0.17974879,0.0066391085,0.2811377,0.21370015,0.0035923128,0.3136756,0,0,0.32352585,1.8521123,1.8521123,-1.8521123,0,0,0,0,,,,,,,,,,,,,,,,,,,,-1.304433,1.304433,-3.561745,3.561745,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,S.Christie,00-0002975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIA,0,,,,,0,,,0,0,0,0,2000,,,REG,6,1064,13:00:00,13:00:00,971024400000,REG,2475,Opa Locka,Pro Player Stadium,FL,OUTDOOR,15:00:00,08:39:00,MIA 40,BUF 12,Kickoff,Field_Goal,11,0,06:21:00,1,3,MIA,,,,FREE_KICK,13:02:47,30,MIA,40,,,1,,,,0,0,,0,0,,,,1.8521123
34,2000100801,ARI,CLE,ARI,home,CLE,CLE,30,2000-10-08,900,1800,3600,Half1,0,1,0,1,,0,15:00:00,CLE 30,0,2,P.Dawson kicks 67 yards from CLV 30 to ARZ 3. M.Jenkins to ARZ 28 for 25 yards (A.Malbrough).,kickoff,0,0,0,0,0,0,0,,,,,,,,67,,,3,3,0,,,3,3,0,0,,,,0,0,0,0.0015063265,0.17974879,0.0066391085,0.2811377,0.21370015,0.0035923128,0.3136756,0,0,0.32352585,0.78273594,0.78273594,-0.78273594,0,0,0,0,,,,,,,,,,,,,,,,,,,,-1.4059656,1.4059656,-3.1223183,3.1223183,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,M.Jenkins,00-0008357,,,,,P.Dawson,00-0004091,,,,,,,,,,,,,,,,,,,CLE,,00-0019478,,A.Malbrough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARI,25,,,,,0,,,0,0,0,0,2000,,,REG,6,1065,15:15:00,13:15:00,971032500000,REG,4935,Tempe,Sun Devil Stadium,AZ,OUTDOOR,15:00:00,12:51:00,ARI 28,ARI 30,Kickoff,Punt,3,0,02:09:00,0,0,ARI,,,,FREE_KICK,00:15:00,42,ARI,28,,,1,,,,0,0,,0,0,,,,0.78273594
34,2000100802,LAC,DEN,DEN,away,LAC,SD,30,2000-10-08,900,1800,3600,Half1,0,1,0,1,,0,15:00:00,SD 30,0,6,J. Carney kicks 66 yards from SD 30 to DEN 4. D.O'Neal to DEN 33 for 29 yards (S. Tovar).,kickoff,0,0,0,0,0,0,0,,,,,,,,66,,,3,3,0,,,3,3,0,0,,,,0,0,0,0.0015063265,0.17974879,0.0066391085,0.2811377,0.21370015,0.0035923128,0.3136756,0,0,0.32352585,1.2468374,-1.2468374,1.2468374,0,0,0,0,,,,,,,,,,,,,,,,,,,,-1.2103275,1.2103275,-3.04153,3.04153,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,D.O'Neal,00-0019645,,,,,J.Carney,00-0002655,,,,,,,,,,,,,,,,,,,SD,,00-0016568,,S.Tovar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEN,29,,,,,0,,,0,0,0,0,2000,,,REG,6,1066,16:15:00,13:15:00,971036100000,REG,4200,San Diego,Qualcomm Stadium,CA,OUTDOOR,15:00:00,13:15:00,DEN 33,DEN 39,Kickoff,Punt,3,0,01:45:00,0,0,DEN,,,,FREE_KICK,,37,DEN,33,,,1,,,,0,0,,0,0,,,,1.2468374
34,2000100803,DET,GB,GB,away,DET,DET,30,2000-10-08,900,1800,3600,Half1,0,1,0,1,,0,15:00:00,DET 30,0,4,J.Hanson kicks 75 yards from DET 30 to GB -5. A.Rossum, Touchback.,kickoff,0,0,0,0,0,0,0,,,,,,,,,,,3,3,0,,,3,3,0,0,,,,0,0,0,0.0015063265,0.17974879,0.0066391085,0.2811377,0.21370015,0.0035923128,0.3136756,0,0,0.32352585,0.0018289834,-0.0018289834,0.0018289834,0,0,0,0,,,,,,,,,,,,,,,,,,,,-1.315054,1.315054,-3.5631897,3.5631897,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,J.Hanson,00-0006800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GB,0,,,,,0,,,0,0,0,0,2000,,,REG,6,1067,13:00:00,13:00:00,971024400000,REG,3685,Pontiac,Pontiac Silverdome,MI,INDOOR,15:00:00,13:23:00,GB 20,GB 28,Kickoff,Fumble,3,0,01:37:00,0,0,GB,,,,FREE_KICK,13:03:04,50,GB,20,,,1,,,,0,0,,0,0,,,,0.0018289834
34,2000100804,NE,IND,NE,home,IND,IND,30,2000-10-08,900,1800,3600,Half1,0,1,0,1,,0,15:00:00,IND 30,0,73,D.Kight kicks 46 yards from IND 30 to NE 24. K.Faulk to NE 24 for no gain (J.Finn).,kickoff,0,0,0,0,0,0,0,,,,,,,,46,,,3,3,0,,,3,3,0,0,,,,0,0,0,0.0015063265,0.17974879,0.0066391085,0.2811377,0.21370015,0.0035923128,0.3136756,0,0,0.32352585,0.3940914,0.3940914,-0.3940914,0,0,0,0,,,,,,,,,,,,,,,,,,,,-1.2450426,1.2450426,-3.3288674,3.3288674,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,K.Faulk,00-0005091,,,,,D.Kight,00-0009212,,,,,,,,,,,,,,,,,,,IND,,00-0005229,,J.Finn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,0,,,,,0,,,0,0,0,0,2000,,,REG,6,1068,13:00:00,13:00:00,971024400000,REG,2032,Foxborough,Foxboro Stadium,MA,OUTDOOR,15:00:00,10:01:00,NE 24,IND 3,Kickoff,Field_Goal,10,16,04:59:00,1,4,NE,,,,FREE_KICK,,46,NE,24,,,1,,,,0,0,,0,0,,,,0.3940914
34,2000100805,CHI,NO,NO,away,CHI,CHI,30,2000-10-08,900,1800,3600,Half1,0,1,0,1,,0,15:00:00,CHI 30,0,-5,P.Edinger kicks 66 yards from CHI 30 to NO 4. C.Morton to NO 34 for 30 yards (W.Holdman).,kickoff,0,0,0,0,0,0,0,,,,,,,,66,,,3,3,0,,,3,3,0,0,,,,0,0,0,0.0015063265,0.17974879,0.0066391085,0.2811377,0.21370015,0.0035923128,0.3136756,0,0,0.32352585,1.3343717,-1.3343717,1.3343717,0,0,0,0,,,,,,,,,,,,,,,,,,,,-1.1189035,1.1189035,-3.2398214,3.2398214,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,C.Morton,00-0019590,,,,,P.Edinger,00-0019490,,,,,,,,,,,,,,,,,,,CHI,,00-0007586,,W.Holdman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,30,,,,,0,,,0,0,0,0,2000,,,REG,6,1069,13:00:00,12:00:00,971024400000,REG,4620,Chicago,Soldier Field,IL,OUTDOOR,15:00:00,13:21:00,NO 34,NO 29,Kickoff,Punt,3,0,01:39:00,0,0,NO,,,,FREE_KICK,,36,NO,34,,,1,,,,0,0,,0,0,,,,1.3343717
